Mark & Nos,Description,Container No/Seal,Arrival,LD Move,Destuffing,consignee,forwarder,HBL Surrendered,HBL No,HBL Date,Vsl / Voy,POD,Booking No,Service,Origin,POL,Arrvl Date,Final Dest,Destuffing At,Packages,Weight,Volume,notify party
NM,| PALLET STC ROUGH IRON CASTINGS HS CODE 8481909010,FANU 1949174(40) UL8201703,,,,HUSCO HYDRAULICS PVT LTD A4 TALEAON FLORICULTURE VILLAGE AMBI NAVLAKH UMBHR E TAK MAVAL TALEGAON DABHADE PUNE MAHARASHTRA 4105 07 INDIA ,"LUCRATIVE GLOBAL LOGISTICS LIMITED UNIT-804,JAY ANTARIKSH,PRE.CO.OP.SOC.LTD P. MAROL, OFF ANDHERI KURLA ROAD, ANDHER EAST, MUMBAI, MAHARASHTRA ",NO,AMIN3007198,03/12/2022,NAVIOS CONSTELLATION [224474,NHAVASHEVA,,LCL,NORFOLK(AMA),CHICAGO(AMA),08/01/2023,NHAVA SHEVA(EMU),JWR,|,927.000,,(Broker) SAME AS CONSIGNEE
